OwnerName,OwnerContactInfo,ApartmentAddress,ApartmentPrice,ApartmentRoomCount,PhotoUrl,PhotoDescription,ReviewName,ReviewText,RatingScore,ReservationStartDate,ReservationEndDate,ReservationStatus
Owner 142,owner142@mail.test,"179 Main Street, Apt 291",217137,2,https://img.example.com/apartments/291/photo-4.jpg,Living room view #11,Reviewer 436,Review text sample #436,2,2026-06-30,2026-07-05,Confirmed
Owner 156,owner156@mail.test,"4 Main Street, Apt 303",347920,4,https://img.example.com/apartments/303/photo-2.jpg,Living room view #11,Reviewer 363,Review text sample #363,4,2026-01-20,2026-02-01,Cancelled
Owner 190,owner190@mail.test,"98 Main Street, Apt 352",325329,5,https://img.example.com/apartments/352/photo-5.jpg,Living room view #14,Reviewer 769,Review text sample #769,2,2026-02-19,2026-02-28,Confirmed
Owner 87,owner87@mail.test,"100 Main Street, Apt 135",44732,3,https://img.example.com/apartments/135/photo-5.jpg,Living room view #5,Reviewer 56,Review text sample #56,1,2025-12-13,2025-12-24,Confirmed
Owner 125,owner125@mail.test,"222 Main Street, Apt 26",188222,1,https://img.example.com/apartments/26/photo-5.jpg,Living room view #14,Reviewer 1280,Review text sample #1280,1,2026-05-11,2026-05-21,Cancelled
Owner 53,owner53@mail.test,"134 Main Street, Apt 26",152705,5,https://img.example.com/apartments/26/photo-2.jpg,Living room view #15,Reviewer 1298,Review text sample #1298,5,2026-02-01,2026-02-13,Cancelled
Owner 246,owner246@mail.test,"73 Main Street, Apt 293",307742,3,https://img.example.com/apartments/293/photo-4.jpg,Living room view #3,Reviewer 1797,Review text sample #1797,5,2026-06-18,2026-06-25,Cancelled
Owner 171,owner171@mail.test,"88 Main Street, Apt 439",254733,4,https://img.example.com/apartments/439/photo-1.jpg,Living room view #10,Reviewer 243,Review text sample #243,5,2026-01-09,2026-01-14,Cancelled
Owner 171,owner171@mail.test,"39 Main Street, Apt 324",410310,4,https://img.example.com/apartments/324/photo-1.jpg,Living room view #2,Reviewer 1262,Review text sample #1262,4,2026-02-25,2026-03-10,Pending
Owner 210,owner210@mail.test,"202 Main Street, Apt 221",358810,1,https://img.example.com/apartments/221/photo-1.jpg,Living room view #1,Reviewer 978,Review text sample #978,4,2026-04-27,2026-04-28,Completed
Owner 81,owner81@mail.test,"79 Main Street, Apt 33",207628,3,https://img.example.com/apartments/33/photo-4.jpg,Living room view #4,Reviewer 1073,Review text sample #1073,1,2025-12-06,2025-12-09,Completed
Owner 152,owner152@mail.test,"38 Main Street, Apt 111",222259,3,https://img.example.com/apartments/111/photo-2.jpg,Living room view #1,Reviewer 1061,Review text sample #1061,2,2026-04-19,2026-04-22,Completed
Owner 201,owner201@mail.test,"237 Main Street, Apt 390",263201,4,https://img.example.com/apartments/390/photo-1.jpg,Living room view #15,Reviewer 1234,Review text sample #1234,1,2026-03-06,2026-03-16,Completed
Owner 148,owner148@mail.test,"72 Main Street, Apt 373",175762,4,https://img.example.com/apartments/373/photo-2.jpg,Living room view #14,Reviewer 1120,Review text sample #1120,1,2026-06-16,2026-06-25,Completed
Owner 36,owner36@mail.test,"12 Main Street, Apt 66",307074,2,https://img.example.com/apartments/66/photo-4.jpg,Living room view #13,Reviewer 1798,Review text sample #1798,2,2025-11-28,2025-12-06,Confirmed
Owner 161,owner161@mail.test,"169 Main Street, Apt 436",330081,5,https://img.example.com/apartments/436/photo-1.jpg,Living room view #13,Reviewer 1611,Review text sample #1611,1,2026-07-08,2026-07-17,Confirmed
Owner 141,owner141@mail.test,"214 Main Street, Apt 261",269926,1,https://img.example.com/apartments/261/photo-5.jpg,Living room view #16,Reviewer 1851,Review text sample #1851,2,2026-07-14,2026-07-23,Cancelled
Owner 222,owner222@mail.test,"235 Main Street, Apt 230",116228,5,https://img.example.com/apartments/230/photo-3.jpg,Living room view #5,Reviewer 84,Review text sample #84,2,2025-11-30,2025-12-02,Cancelled
Owner 109,owner109@mail.test,"56 Main Street, Apt 171",296514,3,https://img.example.com/apartments/171/photo-1.jpg,Living room view #10,Reviewer 92,Review text sample #92,3,2026-05-11,2026-05-24,Pending
Owner 28,owner28@mail.test,"47 Main Street, Apt 300",250225,5,https://img.example.com/apartments/300/photo-4.jpg,Living room view #5,Reviewer 1275,Review text sample #1275,1,2026-07-10,2026-07-12,Pending
Owner 131,owner131@mail.test,"39 Main Street, Apt 298",374158,2,https://img.example.com/apartments/298/photo-2.jpg,Living room view #5,Reviewer 1582,Review text sample #1582,3,2026-02-14,2026-02-20,Confirmed
Owner 167,owner167@mail.test,"239 Main Street, Apt 379",219919,2,https://img.example.com/apartments/379/photo-1.jpg,Living room view #1,Reviewer 295,Review text sample #295,5,2026-04-16,2026-04-19,Confirmed
Owner 37,owner37@mail.test,"124 Main Street, Apt 102",44664,1,https://img.example.com/apartments/102/photo-2.jpg,Living room view #18,Reviewer 1634,Review text sample #1634,2,2026-02-22,2026-03-04,Confirmed
Owner 99,owner99@mail.test,"42 Main Street, Apt 119",307971,5,https://img.example.com/apartments/119/photo-1.jpg,Living room view #7,Reviewer 165,Review text sample #165,2,2026-07-09,2026-07-19,Confirmed
Owner 2,owner2@mail.test,"212 Main Street, Apt 405",61530,3,https://img.example.com/apartments/405/photo-4.jpg,Living room view #8,Reviewer 1248,Review text sample #1248,2,2026-06-13,2026-06-24,Pending
Owner 78,owner78@mail.test,"113 Main Street, Apt 188",444254,4,https://img.example.com/apartments/188/photo-4.jpg,Living room view #16,Reviewer 1277,Review text sample #1277,2,2026-07-01,2026-07-04,Completed
Owner 179,owner179@mail.test,"18 Main Street, Apt 216",156878,4,https://img.example.com/apartments/216/photo-5.jpg,Living room view #11,Reviewer 1326,Review text sample #1326,2,2026-06-20,2026-06-25,Completed
Owner 197,owner197@mail.test,"214 Main Street, Apt 77",276498,1,https://img.example.com/apartments/77/photo-1.jpg,Living room view #17,Reviewer 758,Review text sample #758,4,2026-04-09,2026-04-21,Confirmed
Owner 125,owner125@mail.test,"174 Main Street, Apt 326",290561,1,https://img.example.com/apartments/326/photo-4.jpg,Living room view #14,Reviewer 1379,Review text sample #1379,1,2026-05-12,2026-05-17,Confirmed
Owner 12,owner12@mail.test,"127 Main Street, Apt 82",149403,4,https://img.example.com/apartments/82/photo-1.jpg,Living room view #16,Reviewer 250,Review text sample #250,1,2026-04-26,2026-04-28,Pending
Owner 249,owner249@mail.test,"64 Main Street, Apt 176",402948,5,https://img.example.com/apartments/176/photo-5.jpg,Living room view #8,Reviewer 1734,Review text sample #1734,2,2026-06-28,2026-07-02,Cancelled
Owner 92,owner92@mail.test,"68 Main Street, Apt 256",84503,1,https://img.example.com/apartments/256/photo-1.jpg,Living room view #2,Reviewer 874,Review text sample #874,3,2026-02-06,2026-02-19,Cancelled
Owner 147,owner147@mail.test,"273 Main Street, Apt 415",140193,4,https://img.example.com/apartments/415/photo-3.jpg,Living room view #13,Reviewer 1876,Review text sample #1876,4,2026-04-14,2026-04-22,Completed
Owner 178,owner178@mail.test,"94 Main Street, Apt 313",241553,4,https://img.example.com/apartments/313/photo-4.jpg,Living room view #10,Reviewer 1831,Review text sample #1831,2,2026-03-07,2026-03-18,Cancelled
Owner 246,owner246@mail.test,"17 Main Street, Apt 426",449661,5,https://img.example.com/apartments/426/photo-5.jpg,Living room view #4,Reviewer 1624,Review text sample #1624,2,2026-05-28,2026-06-07,Confirmed
Owner 69,owner69@mail.test,"219 Main Street, Apt 122",59095,4,https://img.example.com/apartments/122/photo-5.jpg,Living room view #9,Reviewer 477,Review text sample #477,4,2026-06-23,2026-06-25,Pending
Owner 78,owner78@mail.test,"264 Main Street, Apt 302",404671,1,https://img.example.com/apartments/302/photo-4.jpg,Living room view #9,Reviewer 573,Review text sample #573,4,2026-05-07,2026-05-15,Cancelled
Owner 25,owner25@mail.test,"237 Main Street, Apt 209",83525,3,https://img.example.com/apartments/209/photo-2.jpg,Living room view #12,Reviewer 1910,Review text sample #1910,1,2026-03-22,2026-03-31,Cancelled
Owner 19,owner19@mail.test,"178 Main Street, Apt 269",312036,3,https://img.example.com/apartments/269/photo-2.jpg,Living room view #11,Reviewer 1109,Review text sample #1109,3,2025-12-02,2025-12-08,Pending
Owner 192,owner192@mail.test,"69 Main Street, Apt 130",324564,5,https://img.example.com/apartments/130/photo-4.jpg,Living room view #12,Reviewer 776,Review text sample #776,5,2026-07-07,2026-07-11,Cancelled
Owner 193,owner193@mail.test,"29 Main Street, Apt 248",401888,4,https://img.example.com/apartments/248/photo-3.jpg,Living room view #15,Reviewer 67,Review text sample #67,4,2025-11-28,2025-12-03,Completed
Owner 81,owner81@mail.test,"33 Main Street, Apt 374",165734,3,https://img.example.com/apartments/374/photo-5.jpg,Living room view #18,Reviewer 1390,Review text sample #1390,4,2025-11-26,2025-12-06,Confirmed
Owner 101,owner101@mail.test,"101 Main Street, Apt 74",405007,3,https://img.example.com/apartments/74/photo-4.jpg,Living room view #18,Reviewer 469,Review text sample #469,2,2025-12-18,2025-12-30,Completed
Owner 140,owner140@mail.test,"229 Main Street, Apt 282",259193,1,https://img.example.com/apartments/282/photo-4.jpg,Living room view #9,Reviewer 363,Review text sample #363,4,2026-01-12,2026-01-21,Confirmed
Owner 134,owner134@mail.test,"83 Main Street, Apt 300",312244,5,https://img.example.com/apartments/300/photo-5.jpg,Living room view #13,Reviewer 171,Review text sample #171,4,2026-03-26,2026-03-30,Pending
Owner 215,owner215@mail.test,"46 Main Street, Apt 341",100241,3,https://img.example.com/apartments/341/photo-3.jpg,Living room view #16,Reviewer 1676,Review text sample #1676,3,2025-12-24,2026-01-05,Pending
Owner 231,owner231@mail.test,"218 Main Street, Apt 42",335425,5,https://img.example.com/apartments/42/photo-3.jpg,Living room view #15,Reviewer 1695,Review text sample #1695,3,2026-01-08,2026-01-13,Pending
Owner 63,owner63@mail.test,"129 Main Street, Apt 161",54499,5,https://img.example.com/apartments/161/photo-5.jpg,Living room view #1,Reviewer 437,Review text sample #437,2,2026-03-21,2026-03-25,Completed
Owner 231,owner231@mail.test,"65 Main Street, Apt 177",414137,4,https://img.example.com/apartments/177/photo-1.jpg,Living room view #19,Reviewer 323,Review text sample #323,4,2026-03-18,2026-03-22,Pending
Owner 107,owner107@mail.test,"200 Main Street, Apt 206",301945,1,https://img.example.com/apartments/206/photo-1.jpg,Living room view #12,Reviewer 963,Review text sample #963,5,2025-12-05,2025-12-18,Confirmed
Owner 233,owner233@mail.test,"169 Main Street, Apt 294",90147,5,https://img.example.com/apartments/294/photo-4.jpg,Living room view #18,Reviewer 374,Review text sample #374,2,2025-12-15,2025-12-26,Completed
Owner 142,owner142@mail.test,"267 Main Street, Apt 102",39146,2,https://img.example.com/apartments/102/photo-4.jpg,Living room view #1,Reviewer 1418,Review text sample #1418,1,2026-01-31,2026-02-12,Completed
Owner 237,owner237@mail.test,"85 Main Street, Apt 443",349027,2,https://img.example.com/apartments/443/photo-3.jpg,Living room view #13,Reviewer 1960,Review text sample #1960,3,2026-02-03,2026-02-08,Cancelled
Owner 8,owner8@mail.test,"206 Main Street, Apt 359",219759,3,https://img.example.com/apartments/359/photo-1.jpg,Living room view #10,Reviewer 1850,Review text sample #1850,3,2026-04-18,2026-04-29,Cancelled
Owner 239,owner239@mail.test,"181 Main Street, Apt 152",344570,5,https://img.example.com/apartments/152/photo-3.jpg,Living room view #8,Reviewer 459,Review text sample #459,1,2026-01-22,2026-01-30,Completed
Owner 146,owner146@mail.test,"295 Main Street, Apt 369",234775,5,https://img.example.com/apartments/369/photo-4.jpg,Living room view #2,Reviewer 1123,Review text sample #1123,2,2026-03-03,2026-03-06,Pending
Owner 241,owner241@mail.test,"173 Main Street, Apt 176",284354,3,https://img.example.com/apartments/176/photo-3.jpg,Living room view #6,Reviewer 974,Review text sample #974,2,2025-12-03,2025-12-11,Pending
Owner 14,owner14@mail.test,"204 Main Street, Apt 218",46065,4,https://img.example.com/apartments/218/photo-4.jpg,Living room view #3,Reviewer 1412,Review text sample #1412,1,2026-06-19,2026-07-01,Completed
Owner 32,owner32@mail.test,"180 Main Street, Apt 6",47347,5,https://img.example.com/apartments/6/photo-1.jpg,Living room view #4,Reviewer 687,Review text sample #687,2,2026-01-01,2026-01-02,Pending
Owner 29,owner29@mail.test,"216 Main Street, Apt 308",161106,2,https://img.example.com/apartments/308/photo-3.jpg,Living room view #11,Reviewer 592,Review text sample #592,2,2026-07-14,2026-07-25,Cancelled
Owner 70,owner70@mail.test,"198 Main Street, Apt 269",210138,5,https://img.example.com/apartments/269/photo-2.jpg,Living room view #10,Reviewer 1984,Review text sample #1984,5,2026-07-11,2026-07-12,Cancelled
Owner 59,owner59@mail.test,"152 Main Street, Apt 189",434662,5,https://img.example.com/apartments/189/photo-1.jpg,Living room view #10,Reviewer 869,Review text sample #869,4,2026-06-16,2026-06-20,Pending
Owner 96,owner96@mail.test,"222 Main Street, Apt 20",253464,3,https://img.example.com/apartments/20/photo-4.jpg,Living room view #13,Reviewer 1624,Review text sample #1624,5,2026-06-24,2026-07-05,Confirmed
Owner 152,owner152@mail.test,"143 Main Street, Apt 28",392195,4,https://img.example.com/apartments/28/photo-4.jpg,Living room view #14,Reviewer 1593,Review text sample #1593,4,2026-02-21,2026-03-03,Confirmed
Owner 71,owner71@mail.test,"151 Main Street, Apt 195",240564,4,https://img.example.com/apartments/195/photo-5.jpg,Living room view #15,Reviewer 131,Review text sample #131,3,2026-07-04,2026-07-12,Pending
Owner 212,owner212@mail.test,"106 Main Street, Apt 233",431105,3,https://img.example.com/apartments/233/photo-3.jpg,Living room view #1,Reviewer 20,Review text sample #20,2,2026-04-11,2026-04-24,Pending
Owner 177,owner177@mail.test,"47 Main Street, Apt 255",231458,4,https://img.example.com/apartments/255/photo-2.jpg,Living room view #9,Reviewer 286,Review text sample #286,4,2026-05-04,2026-05-13,Confirmed
Owner 169,owner169@mail.test,"39 Main Street, Apt 261",279440,5,https://img.example.com/apartments/261/photo-3.jpg,Living room view #15,Reviewer 17,Review text sample #17,3,2025-12-17,2025-12-20,Pending
Owner 117,owner117@mail.test,"58 Main Street, Apt 117",397621,2,https://img.example.com/apartments/117/photo-1.jpg,Living room view #17,Reviewer 1304,Review text sample #1304,2,2026-02-20,2026-03-02,Pending
Owner 90,owner90@mail.test,"278 Main Street, Apt 360",337561,3,https://img.example.com/apartments/360/photo-5.jpg,Living room view #12,Reviewer 286,Review text sample #286,5,2026-04-26,2026-04-30,Confirmed
Owner 86,owner86@mail.test,"128 Main Street, Apt 374",329029,5,https://img.example.com/apartments/374/photo-1.jpg,Living room view #18,Reviewer 810,Review text sample #810,2,2026-02-17,2026-02-23,Confirmed
Owner 126,owner126@mail.test,"108 Main Street, Apt 38",124205,4,https://img.example.com/apartments/38/photo-2.jpg,Living room view #19,Reviewer 1816,Review text sample #1816,4,2025-12-10,2025-12-18,Confirmed
Owner 246,owner246@mail.test,"37 Main Street, Apt 417",169733,5,https://img.example.com/apartments/417/photo-2.jpg,Living room view #6,Reviewer 1116,Review text sample #1116,1,2026-03-26,2026-03-27,Completed
Owner 196,owner196@mail.test,"94 Main Street, Apt 222",445927,3,https://img.example.com/apartments/222/photo-3.jpg,Living room view #15,Reviewer 1685,Review text sample #1685,1,2026-05-13,2026-05-16,Pending
Owner 5,owner5@mail.test,"42 Main Street, Apt 287",49433,2,https://img.example.com/apartments/287/photo-1.jpg,Living room view #1,Reviewer 1747,Review text sample #1747,2,2026-03-25,2026-03-31,Confirmed
Owner 217,owner217@mail.test,"116 Main Street, Apt 79",49281,2,https://img.example.com/apartments/79/photo-1.jpg,Living room view #19,Reviewer 1763,Review text sample #1763,2,2026-06-21,2026-06-29,Pending
Owner 129,owner129@mail.test,"96 Main Street, Apt 219",363245,2,https://img.example.com/apartments/219/photo-4.jpg,Living room view #7,Reviewer 1225,Review text sample #1225,3,2025-11-24,2025-11-25,Confirmed
Owner 63,owner63@mail.test,"211 Main Street, Apt 360",389712,4,https://img.example.com/apartments/360/photo-1.jpg,Living room view #7,Reviewer 897,Review text sample #897,5,2026-01-03,2026-01-06,Pending
Owner 108,owner108@mail.test,"277 Main Street, Apt 43",100364,1,https://img.example.com/apartments/43/photo-2.jpg,Living room view #16,Reviewer 1709,Review text sample #1709,1,2025-12-31,2026-01-10,Completed
Owner 132,owner132@mail.test,"53 Main Street, Apt 10",335652,3,https://img.example.com/apartments/10/photo-4.jpg,Living room view #9,Reviewer 675,Review text sample #675,4,2026-05-17,2026-05-21,Completed
Owner 234,owner234@mail.test,"169 Main Street, Apt 384",432701,1,https://img.example.com/apartments/384/photo-4.jpg,Living room view #12,Reviewer 33,Review text sample #33,3,2026-02-04,2026-02-06,Completed
Owner 116,owner116@mail.test,"143 Main Street, Apt 275",62678,3,https://img.example.com/apartments/275/photo-4.jpg,Living room view #11,Reviewer 1003,Review text sample #1003,4,2026-06-08,2026-06-11,Pending
Owner 92,owner92@mail.test,"108 Main Street, Apt 48",174613,5,https://img.example.com/apartments/48/photo-3.jpg,Living room view #2,Reviewer 989,Review text sample #989,2,2026-06-27,2026-07-06,Completed
